HEA-532,6-8,Pt,8,Rh,6,Pd,9,Rh,11,Ru,12,Pt,12,Ir,10,Ir,10,Ru,7,Pt,12,Ir,7,Ru,9,-0.998369257
HEA-532,6-8,Ru,8,Ru,6,Ru,9,Pd,11,Pd,12,Ir,12,Pt,10,Rh,12,Rh,10,Pt,7,Pd,7,Pt,9,-1.51746890
HEA-532,6-8,Pt,6,Rh,8,Ru,9,Ru,11,Ru,12,Pd,12,Ru,10,Ir,12,Pt,7,Rh,10,Pd,7,Pt,9,-0.86308938
HEA-532,6-8,Ru,8,Ir,6,Ir,11,Ru,9,Pd,12,Ru,12,Ir,10,Ru,7,Ru,7,Ir,10,Pd,12,Pt,9,-1.37034548
HEA-532,6-8,Pt,8,Ru,6,Ru,11,Pt,9,Pd,12,Ir,12,Pt,12,Pd,9,Pt,9,Ir,7,Pt,7,Pd,9,-0.966007129999907
HEA-532,6-8,Pd,8,Rh,6,Pt,11,Pt,9,Pd,12,Pt,12,Pt,7,Ru,10,Pt,10,Pd,12,Pt,7,Ir,9,-0.916747808
HEA-532,6-8,Ru,6,Ir,8,Pd,11,Pt,9,Ir,12,Pd,12,Ir,10,Ir,10,Pt,7,Ru,7,Ir,12,Ir,9,-1.42294230
HEA-532,6-8,Pd,8,Pd,6,Ru,11,Pd,9,Pt,12,Ru,12,Ru,12,Pd,10,Rh,10,Rh,7,Pt,7,Ir,9,-0.654772572
HEA-532,6-8,Ir,8,Ru,6,Rh,9,Pt,11,Pd,12,Rh,12,Rh,10,Pt,8,Ir,7,Pd,12,Ir,7,Ir,9,-1.39834727
HEA-532,6-8,Rh,8,Rh,6,Ir,9,Pd,11,Ir,12,Ru,12,Ir,10,Rh,7,Pt,12,Pt,10,Ir,7,Pt,9,-1.04020603
HEA-532,6-8,Pt,8,Pd,6,Pt,11,Ru,9,Pt,12,Pd,12,Pt,10,Ru,7,Ir,10,Pt,12,Rh,7,Pd,9,-0.631234518
HEA-532,6-8,Pt,6,Rh,7,Ru,11,Ir,8,Pd,12,Pd,12,Rh,10,Ru,7,Pd,12,Pd,10,Ru,7,Rh,9,-0.93165474
HEA-532,6-8,Pd,6,Pt,8,Rh,9,Pt,11,Ru,12,Ir,12,Ir,10,Ru,12,Ir,7,Pt,10,Pd,7,Rh,9,-0.699771249
HEA-532,6-8,Rh,6,Ir,8,Ir,11,Ru,9,Ir,12,Pt,12,Pt,10,Ru,7,Pd,12,Rh,10,Pd,7,Pd,9,-1.15651565
HEA-532,6-8,Rh,8,Rh,6,Rh,9,Pt,11,Pt,12,Ru,12,Ir,10,Rh,7,Pt,12,Pd,10,Ru,7,Ru,9,-1.12350957
HEA-532,6-8,Ir,8,Rh,6,Pd,11,Pd,9,Rh,12,Rh,12,Pd,10,Ir,7,Pd,10,Pd,12,Pt,7,Pd,9,-1.22219175
HEA-532,6-8,Rh,8,Pd,6,Ru,11,Pd,9,Rh,12,Pt,12,Ir,10,Pt,12,Rh,10,Pt,7,Ru,7,Rh,9,-1.05570532
HEA-532,6-8,Rh,6,Ru,8,Pd,11,Pt,9,Ru,12,Pd,12,Ir,10,Ir,12,Ir,10,Pd,7,Ir,7,Rh,9,-1.46548838
HEA-532,6-8,Ru,8,Pd,6,Pt,11,Ir,9,Pd,12,Pd,12,Rh,10,Ir,7,Pt,12,Pd,7,Ru,10,Pt,9,-1.27764066
HEA-532,6-8,Pd,6,Pt,8,Ir,9,Pd,11,Pd,12,Ir,12,Ir,10,Rh,7,Pt,7,Pt,10,Ru,12,Rh,9,-0.563424097
HEA-532,6-8,Pt,6,Pt,8,Ru,11,Rh,9,Pt,12,Ir,12,Rh,12,Ir,10,Pt,7,Pt,9,Pd,7,Ru,9,-0.699674849
HEA-532,6-8,Ru,6,Ru,8,Ir,11,Pt,9,Ru,12,Rh,12,Rh,10,Ir,7,Pd,10,Pd,12,Rh,7,Ru,9,-1.58549811
HEA-532,6-8,Rh,6,Pd,8,Ir,11,Ru,9,Ru,12,Pt,12,Ru,10,Ru,7,Pd,10,Ru,12,Pd,7,Ru,9,-1.03773292
HEA-532,6-8,Ru,8,Pt,6,Ru,11,Rh,9,Pt,12,Ir,12,Pt,10,Ir,10,Pd,12,Pt,7,Rh,7,Pd,9,-1.27864894
HEA-532,6-8,Pd,6,Ru,8,Pd,11,Pd,9,Pt,12,Ir,12,Ir,10,Ir,12,Pt,7,Ru,10,Pd,7,Pt,9,-1.34268949
HEA-532,6-8,Pt,6,Pt,8,Rh,11,Ir,9,Ru,12,Ru,12,Ir,10,Ru,10,Ru,12,Rh,7,Ir,7,Pd,9,-0.617459729
HEA-532,6-8,Rh,8,Pt,6,Rh,9,Ru,11,Pd,12,Rh,12,Ru,10,Rh,12,Rh,7,Pt,10,Rh,7,Ir,9,-0.940242437
HEA-532,6-8,Ir,6,Ir,8,Pt,11,Ir,9,Pd,12,Pt,12,Pd,9,Pt,9,Ru,7,Ir,12,Ru,7,Rh,9,-1.25897078
HEA-532,6-8,Rh,8,Pd,6,Ir,11,Ir,9,Pd,12,Rh,12,Ir,10,Ir,12,Pt,10,Ir,7,Ir,7,Pd,9,-0.784717483
HEA-532,6-8,Rh,8,Pd,6,Ir,11,Pd,9,Ru,12,Pd,12,Ir,12,Ru,7,Ir,10,Ru,10,Pd,7,Ir,9,-0.996331750
HEA-532,6-8,Ru,8,Pt,6,Rh,9,Pd,11,Ru,12,Ru,12,Ru,10,Ru,12,Pd,10,Ru,7,Pd,7,Pd,9,-1.06842076
HEA-532,6-8,Pd,6,Rh,8,Pt,11,Ir,9,Rh,12,Pd,12,Pt,10,Pd,10,Rh,7,Rh,7,Pd,12,Pd,9,-0.875627004
HEA-532,6-8,Ir,8,Rh,6,Pd,11,Pd,9,Rh,12,Ir,12,Ru,10,Ru,7,Pt,10,Rh,12,Rh,7,Ir,9,-1.25303454
HEA-532,6-8,Ir,8,Rh,6,Ru,9,Ru,11,Pd,12,Ru,12,Ru,10,Pd,12,Ru,7,Rh,7,Ru,10,Ru,9,-1.19760562
HEA-532,6-8,Ru,8,Pt,6,Rh,9,Rh,11,Pt,12,Rh,12,Ru,10,Ir,7,Pt,7,Ir,12,Pd,10,Ir,9,-1.31813719
HEA-532,6-8,Ru,6,Rh,8,Ir,11,Rh,9,Pt,12,Ru,12,Ru,9,Ir,12,Rh,10,Ir,7,Ru,7,Rh,9,-1.57826006
HEA-532,6-8,Ir,6,Ru,8,Rh,11,Ru,9,Ir,12,Pt,12,Ru,10,Ir,7,Rh,12,Pt,10,Rh,7,Pt,9,-1.47052369
HEA-532,6-8,Rh,8,Ir,6,Rh,9,Pd,11,Ru,12,Rh,12,Ru,10,Ir,12,Rh,10,Pd,7,Rh,7,Ru,9,-1.3084888
HEA-532,6-8,Rh,6,Pd,7,Ru,11,Pt,8,Pt,12,Pd,12,Pd,10,Pt,9,Ir,12,Ru,7,Pt,7,Ru,9,-1.07183223
HEA-532,6-8,Rh,8,Ru,6,Pt,11,Pd,9,Rh,12,Pt,12,Ru,10,Pt,7,Ir,12,Pd,9,Rh,7,Pt,9,-1.55539356
HEA-532,6-8,Pd,7,Pd,6,Ir,11,Ru,8,Pd,12,Pd,12,Pd,10,Ru,12,Rh,10,Pt,7,Ru,7,Ir,9,-0.651499555
HEA-532,6-8,Ir,8,Ir,6,Ir,11,Ir,9,Ru,12,Ru,12,Rh,12,Pt,10,Ir,10,Ir,7,Pd,7,Ru,9,-1.14645290
HEA-532,6-8,Rh,6,Ir,8,Ru,11,Pt,9,Pd,12,Pt,12,Rh,10,Ru,7,Ir,12,Pt,10,Pt,7,Pd,9,-1.10681941
HEA-532,6-8,Rh,6,Pd,8,Ru,11,Rh,9,Pd,12,Pd,12,Ru,12,Pt,10,Ir,7,Pt,10,Pt,7,Pt,9,-1.10125465
HEA-532,6-8,Ru,6,Rh,8,Pt,11,Pt,9,Ru,12,Ir,12,Ru,7,Pd,10,Pd,10,Pt,12,Ir,7,Rh,9,-1.36338112
HEA-532,6-8,Ir,6,Ir,8,Ir,9,Pt,11,Ir,12,Pd,12,Ru,7,Ru,10,Pt,10,Pt,12,Pd,7,Pt,9,-1.21624151
HEA-532,6-8,Ir,8,Ir,6,Ru,11,Pt,9,Ir,12,Pt,12,Ir,10,Pt,10,Pd,12,Ir,7,Pt,7,Ir,9,-1.17429788
HEA-532,6-8,Rh,8,Pt,6,Ir,9,Pd,11,Pt,12,Ir,12,Rh,10,Pt,7,Pt,7,Pd,12,Pd,10,Ru,9,-0.961522848
HEA-532,6-8,Pt,6,Ir,8,Rh,11,Pd,9,Pd,12,Ir,12,Ir,10,Pt,7,Ru,12,Pd,10,Pd,7,Pd,9,-1.02384686
HEA-532,6-8,Pd,6,Ru,8,Ir,9,Ir,11,Rh,12,Pd,12,Pt,10,Ir,7,Pd,10,Pd,7,Pd,12,Pt,9,-1.26107103
HEA-532,6-8,Ru,8,Pd,6,Rh,11,Ir,9,Pt,12,Pd,12,Pt,10,Ir,10,Ru,7,Pt,7,Pd,12,Pt,9,-1.20329739
HEA-532,6-8,Pd,6,Pd,8,Ir,9,Rh,11,Rh,12,Rh,12,Ru,7,Ir,10,Ir,10,Pt,12,Rh,7,Pt,9,-0.619897998
HEA-532,6-8,Ir,8,Pt,6,Ru,11,Pd,9,Ru,12,Rh,12,Rh,10,Pt,12,Ir,7,Rh,10,Ru,7,Pd,9,-0.938184714
HEA-532,6-8,Ir,8,Rh,6,Ir,11,Pd,9,Ru,12,Rh,12,Rh,12,Rh,7,Pt,10,Rh,10,Pd,7,Pd,9,-1.19799560
HEA-532,6-8,Ir,6,Ru,7,Rh,11,Rh,8,Pd,12,Ru,12,Ru,7,Rh,10,Pt,12,Pt,10,Rh,7,Pt,9,-1.34819337
HEA-532,6-8,Ru,8,Ir,6,Pd,9,Pd,11,Ru,12,Ru,12,Pt,10,Ru,7,Pt,10,Ir,12,Pd,7,Pd,9,-1.27940543
HEA-532,6-8,Ir,6,Ru,8,Rh,11,Pt,9,Pd,12,Pd,12,Ir,7,Ir,10,Rh,12,Pd,10,Pd,7,Pt,9,-1.42665441
HEA-532,6-8,Ru,8,Ir,6,Ru,9,Ir,11,Pt,12,Ru,12,Ru,10,Pd,7,Pd,12,Pd,7,Pd,10,Ir,9,-1.30359255
HEA-532,6-8,Pt,6,Pt,8,Pd,11,Ru,9,Ru,12,Pt,12,Pd,10,Rh,10,Pd,12,Rh,7,Pd,7,Pt,9,-0.669617637
HEA-532,6-8,Ru,6,Ir,8,Ir,9,Rh,11,Ru,12,Ir,12,Rh,10,Ir,7,Pt,10,Pt,12,Ru,7,Pt,9,-1.19955543
HEA-532,6-8,Rh,6,Ir,8,Ru,11,Pt,9,Pd,12,Rh,12,Ru,10,Rh,12,Ir,7,Ru,7,Pt,10,Rh,9,-1.13347085
HEA-532,6-8,Rh,8,Rh,6,Pd,11,Ir,9,Pd,12,Pd,12,Pt,10,Ir,7,Rh,10,Pt,12,Ir,7,Rh,9,-1.30631642
HEA-532,6-8,Pt,8,Pt,6,Ru,9,Pt,11,Ru,12,Rh,12,Rh,10,Pd,10,Ru,7,Ir,12,Pt,7,Pd,9,-0.596024613
HEA-532,6-8,Ru,6,Ir,8,Pt,9,Pd,11,Ru,12,Ru,12,Pt,10,Pd,7,Pd,10,Pd,12,Rh,7,Pd,9,-1.13866878
HEA-532,6-8,Ru,8,Rh,6,Rh,11,Ir,9,Pt,12,Pt,12,Ir,8,Ir,7,Pt,12,Ru,7,Pt,10,Ir,9,-1.46582092
HEA-532,6-8,Ru,8,Rh,6,Pd,9,Pd,11,Ru,12,Ir,12,Rh,10,Rh,10,Ir,7,Pd,12,Pt,7,Ir,9,-1.48387579
HEA-532,6-8,Ru,6,Ir,8,Pt,11,Pt,9,Rh,12,Rh,12,Ru,10,Rh,12,Pd,10,Pt,7,Ir,7,Pt,9,-1.31984597
HEA-532,6-8,Ru,8,Ru,6,Ru,11,Pt,9,Ru,12,Pd,12,Ru,10,Ir,12,Pt,10,Ir,7,Pd,7,Ru,9,-1.66410511
HEA-532,6-8,Pd,6,Rh,8,Pd,9,Rh,11,Rh,12,Ru,12,Rh,10,Ru,12,Pd,10,Pt,7,Rh,7,Ir,9,-0.965927916
HEA-532,6-8,Ir,8,Rh,6,Ru,11,Ru,9,Ru,12,Pd,12,Ir,10,Ir,12,Rh,7,Ru,10,Pt,7,Pd,9,-1.15472574
HEA-532,6-8,Pd,6,Ru,8,Pd,9,Pt,11,Pd,12,Pt,12,Ru,10,Pd,7,Rh,12,Pt,10,Rh,7,Pt,9,-1.32268500
HEA-532,6-8,Pd,8,Rh,6,Pt,9,Ir,11,Ir,12,Ru,12,Ru,7,Rh,10,Pd,10,Rh,12,Rh,7,Rh,9,-1.02722239
HEA-532,6-8,Ru,6,Ir,8,Ir,11,Pd,9,Ru,12,Rh,12,Ir,7,Pd,10,Ir,10,Ir,12,Pt,7,Rh,9,-1.34114876
HEA-532,6-8,Ru,8,Ir,6,Rh,11,Pt,9,Ru,12,Ru,12,Ru,10,Ru,12,Pt,7,Pt,10,Pd,7,Pt,9,-1.22863135
HEA-532,6-8,Ru,6,Ru,8,Pd,11,Ir,9,Rh,12,Ir,12,Ir,10,Ru,12,Ru,10,Rh,7,Ir,7,Pd,9,-1.59636250
HEA-532,6-8,Rh,8,Ru,6,Pt,9,Pd,11,Ru,12,Rh,12,Pt,10,Ru,10,Ru,12,Pt,7,Ir,7,Rh,9,-1.35752962
HEA-532,6-8,Ru,8,Pd,6,Rh,11,Pt,9,Ir,12,Ir,12,Pd,10,Ru,12,Pd,10,Ir,7,Ru,7,Pd,9,-1.25698972
HEA-532,6-8,Rh,8,Ir,6,Ir,9,Rh,11,Pt,12,Pt,12,Ru,10,Rh,12,Ir,7,Pd,9,Rh,7,Ir,9,-1.39694525
HEA-532,6-8,Ir,6,Ir,8,Ru,9,Rh,11,Ru,12,Ir,12,Ir,10,Rh,7,Pt,12,Pd,10,Rh,7,Pd,9,-1.08199613
HEA-532,6-8,Rh,8,Ir,6,Rh,11,Ru,9,Rh,12,Ir,12,Ir,10,Pt,10,Rh,7,Ru,12,Ir,7,Rh,9,-1.24680216
HEA-532,6-8,Ru,8,Rh,6,Pt,11,Pt,9,Ru,12,Ru,12,Ir,7,Pt,10,Ir,10,Ru,12,Pd,7,Pd,9,-1.23683991
HEA-532,6-8,Rh,8,Pt,6,Pt,11,Pd,9,Pd,12,Ir,12,Ir,12,Ir,10,Ru,10,Rh,7,Ru,7,Rh,9,-0.964552274
HEA-532,6-8,Ru,8,Ru,6,Rh,9,Pt,11,Ir,12,Pt,12,Ir,10,Ir,7,Pd,10,Rh,12,Pd,7,Pd,9,-1.68300490
HEA-532,6-8,Rh,6,Ru,8,Pt,11,Ir,9,Ir,12,Pt,12,Rh,10,Pd,12,Rh,7,Pt,7,Rh,10,Ru,9,-1.43867222
HEA-532,6-8,Rh,8,Rh,6,Pt,9,Pd,11,Ru,12,Rh,12,Pt,10,Rh,7,Pd,10,Ru,12,Pd,7,Rh,9,-1.11212279
HEA-532,6-8,Pt,6,Ir,8,Pd,11,Pd,9,Ru,12,Rh,12,Ir,12,Pt,10,Rh,10,Ir,7,Pd,7,Pt,9,-0.931367651
HEA-532,6-8,Ir,6,Ru,8,Ir,11,Rh,9,Ru,12,Rh,12,Ru,12,Ir,10,Pd,10,Rh,7,Rh,7,Pt,9,-1.39976537
HEA-532,6-8,Ir,8,Ir,6,Ir,11,Rh,9,Ir,12,Pd,12,Ir,10,Pd,10,Ir,7,Pt,12,Ru,7,Rh,9,-1.26468704
HEA-532,6-8,Pt,6,Ir,8,Ru,9,Rh,11,Pd,12,Ir,12,Ru,10,Rh,7,Pd,12,Pt,7,Ru,10,Ru,9,-0.935852943
HEA-532,6-8,Rh,6,Ru,8,Ir,9,Pt,11,Pt,12,Pt,12,Ru,10,Ir,7,Pt,7,Pd,12,Pd,10,Pd,9,-1.44150826
HEA-532,6-8,Ru,6,Ru,8,Ru,11,Rh,9,Ir,12,Rh,12,Ru,10,Pt,10,Pt,12,Rh,7,Ru,7,Ir,9,-1.63791065
HEA-532,6-8,Ir,8,Pt,6,Pt,11,Pd,9,Pt,12,Ru,12,Ir,7,Pt,12,Pd,10,Rh,10,Pd,7,Pd,9,-0.872793064
HEA-532,6-8,Rh,8,Pd,6,Rh,11,Rh,9,Pd,12,Pd,12,Rh,10,Rh,10,Ru,7,Rh,12,Ir,7,Ir,9,-0.982582518
HEA-532,6-8,Ir,8,Ir,6,Ru,9,Pd,11,Ir,12,Pt,12,Ru,10,Pd,7,Pd,7,Pt,9,Pd,12,Pt,9,-1.07876161
HEA-532,6-8,Rh,6,Rh,7,Rh,11,Ru,8,Pd,12,Pt,12,Pt,8,Ru,12,Ru,10,Ru,7,Ir,7,Ir,9,-1.19262995
HEA-532,6-8,Ir,8,Ru,6,Ir,11,Ir,9,Pt,12,Ir,12,Pd,9,Pd,10,Pt,12,Ir,7,Rh,7,Pt,9,-1.29280436
HEA-532,6-8,Rh,6,Pd,8,Pt,11,Pt,9,Ru,12,Ir,12,Rh,7,Pt,10,Ir,10,Ir,12,Rh,7,Pd,9,-0.818866459999908
HEA-532,6-8,Rh,6,Ru,8,Ru,9,Rh,11,Pt,12,Ir,12,Ru,10,Pt,12,Pd,7,Pt,7,Rh,10,Ir,9,-1.52259314
HEA-532,6-8,Ir,6,Ir,8,Ru,9,Pd,11,Ru,12,Pt,12,Ir,7,Pt,10,Ir,10,Pd,7,Rh,12,Pt,9,-1.21184529
HEA-532,6-8,Rh,6,Rh,8,Pt,11,Ir,9,Ru,12,Rh,12,Rh,10,Ir,7,Ir,12,Ir,10,Ru,7,Ru,9,-1.14946681
HEA-532,6-8,Rh,8,Pd,6,Ir,11,Ru,9,Pd,12,Rh,12,Pt,10,Rh,10,Pt,7,Ir,12,Pd,7,Rh,9,-0.870898675
HEA-532,6-8,Ru,6,Rh,8,Rh,9,Pd,11,Ru,12,Rh,12,Ru,7,Ir,10,Ir,10,Pt,7,Rh,12,Rh,9,-1.48645578
HEA-532,6-8,Ru,6,Ru,8,Pt,11,Rh,9,Ru,12,Pt,12,Ru,10,Rh,7,Rh,10,Ru,12,Pt,7,Pt,9,-1.60451157
HEA-532,6-8,Pd,6,Rh,8,Ir,9,Rh,11,Pd,12,Pt,12,Ru,10,Ir,12,Ir,10,Pt,7,Ir,7,Ir,9,-0.862020522
HEA-532,6-8,Pt,8,Pd,6,Ru,11,Pd,9,Ru,12,Ru,12,Pt,12,Pt,10,Rh,7,Pt,7,Ir,10,Pt,9,-0.558099457
HEA-532,6-8,Ir,8,Pd,6,Rh,9,Pd,11,Rh,12,Ru,12,Rh,10,Pd,7,Ru,12,Ru,7,Pt,10,Ir,9,-1.09058750
HEA-532,6-8,Rh,6,Ru,8,Rh,11,Rh,9,Ru,12,Pd,12,Ru,12,Ir,10,Ir,7,Ir,10,Ru,7,Pt,9,-1.46699455
HEA-532,6-8,Ir,8,Pt,6,Rh,9,Pt,11,Pt,12,Ir,12,Ru,10,Ir,7,Pt,12,Pd,7,Ru,10,Rh,9,-1.05794530
HEA-532,6-8,Ru,6,Pt,8,Rh,11,Rh,9,Pt,12,Ir,12,Rh,10,Pt,7,Ir,10,Rh,12,Ir,7,Rh,9,-1.10824700
HEA-532,6-8,Pt,6,Ru,8,Ru,11,Ru,9,Ru,12,Ir,12,Ir,10,Ir,7,Pd,12,Ir,10,Rh,7,Pd,9,-1.09240532
HEA-532,6-8,Pd,6,Pd,8,Ru,11,Pd,9,Pt,12,Pd,12,Rh,12,Ru,7,Rh,10,Ir,10,Pd,7,Ir,9,-0.668172766
HEA-532,6-8,Ir,8,Pd,6,Pd,11,Ru,9,Pt,12,Rh,12,Rh,10,Rh,7,Ir,12,Pd,10,Ir,7,Pt,9,-1.09019192
HEA-532,6-8,Ru,8,Ru,6,Ir,11,Pd,9,Pt,12,Ru,12,Ir,10,Ru,12,Rh,10,Pt,7,Pt,7,Ir,9,-1.66309858
HEA-532,6-8,Rh,8,Pd,6,Pt,11,Pd,9,Pd,12,Ru,12,Rh,10,Pd,10,Pd,12,Rh,7,Pt,7,Pt,9,-0.962313707
HEA-532,6-8,Pt,6,Rh,8,Ir,11,Ir,9,Ru,12,Ir,12,Pd,10,Pd,10,Ir,12,Rh,7,Pt,7,Rh,9,-0.875563683
HEA-532,6-7,Pt,7,Rh,6,Rh,12,Pd,9,Pd,10,Ru,10,Pt,11,Pt,12,Ru,8,Ru,9,Pd,8,-1.24448474
HEA-532,6-7,Rh,6,Rh,7,Ir,12,Rh,9,Pd,10,Ir,10,Pd,9,Rh,12,Pd,11,Pd,8,Pt,8,-1.33726789
HEA-532,6-7,Pt,7,Rh,6,Ru,12,Ru,9,Ru,10,Ru,10,Rh,12,Pt,9,Pd,11,Pd,8,Rh,8,-1.08352974
HEA-532,6-7,Ir,6,Rh,7,Ru,9,Pd,12,Ir,10,Ir,10,Ru,9,Pt,12,Pt,11,Pt,8,Pt,8,-1.45864671
HEA-532,6-7,Ru,6,Rh,7,Pd,12,Rh,9,Rh,10,Ru,10,Ru,8,Ir,12,Rh,11,Rh,9,Pd,8,-1.78125728
HEA-532,6-7,Pd,7,Rh,6,Ir,12,Pt,9,Ir,10,Ir,10,Rh,12,Pt,11,Pd,9,Ir,8,Pd,8,-1.22759078
HEA-532,6-7,Ru,6,Ru,7,Pt,12,Pt,9,Pd,10,Ir,10,Rh,12,Ru,9,Pd,11,Pd,8,Pd,8,-1.86365886
HEA-532,6-7,Ru,6,Pt,7,Pd,12,Pt,9,Ir,10,Ru,10,Ir,9,Ir,12,Rh,11,Rh,8,Ir,8,-1.44736951
HEA-532,6-7,Ru,6,Rh,7,Pd,12,Ru,9,Ru,10,Ru,10,Pd,9,Pd,12,Ru,11,Pt,8,Ir,8,-1.71091905
HEA-532,6-7,Ru,7,Ir,6,Ir,9,Pt,12,Pd,10,Pt,10,Ru,9,Rh,8,Ru,11,Ru,12,Rh,8,-1.66323308
HEA-532,6-7,Rh,6,Ir,7,Rh,12,Ir,9,Ru,10,Pd,10,Ru,12,Pd,9,Ir,11,Pt,8,Rh,8,-1.32190681
HEA-532,6-7,Ru,6,Pt,7,Ir,9,Pd,12,Ir,10,Ru,10,Ir,9,Ir,12,Pt,8,Pd,11,Rh,8,-1.3247536700001
HEA-532,6-7,Rh,7,Pt,6,Rh,12,Pd,9,Rh,10,Ru,10,Pd,12,Rh,9,Pt,11,Pt,8,Ir,8,-1.23174501
HEA-532,6-7,Rh,7,Ir,6,Ru,9,Ir,12,Pd,10,Ir,10,Ir,9,Ru,8,Rh,12,Ru,11,Pt,8,-1.46792988
HEA-532,6-7,Pt,7,Ir,6,Rh,9,Ir,12,Pd,10,Rh,10,Pt,11,Ru,8,Pd,12,Pd,9,Pd,8,-1.31224850
HEA-532,6-7,Rh,7,Ir,6,Ru,12,Pd,9,Rh,10,Ru,10,Rh,12,Ir,11,Rh,9,Pt,8,Pt,8,-1.56092435
HEA-532,6-7,Pt,7,Ru,6,Ru,12,Pd,9,Pd,10,Rh,10,Ir,12,Rh,8,Ir,11,Pd,9,Pt,8,-1.49276156
HEA-532,6-7,Pd,6,Rh,7,Ir,12,Rh,9,Pt,10,Ir,10,Pd,12,Ru,9,Ru,11,Rh,8,Ir,8,-1.26195850
HEA-532,6-7,Rh,6,Pt,7,Rh,12,Pt,9,Pt,10,Rh,10,Pt,12,Rh,9,Pd,11,Ru,8,Rh,8,-1.04378304
HEA-532,6-7,Ir,7,Rh,6,Ir,9,Ru,12,Pd,10,Ir,10,Rh,12,Ru,8,Pt,11,Pd,9,Rh,8,-1.44458581
HEA-532,6-7,Pt,7,Rh,6,Pd,12,Ir,9,Pt,10,Ir,10,Pd,12,Pd,9,Pd,11,Pd,8,Ru,8,-1.00484699
HEA-532,6-7,Pd,6,Pt,7,Ru,12,Pt,9,Rh,10,Ru,10,Ru,11,Rh,12,Ru,9,Pt,8,Pt,8,-0.787237601
